1;4319;Lima;
2;950;Lima;
3;2026;Lima;
4;1012;Lima;
5;7481;Lima;
6;4306;Lima;
7;7700;Lima;
8;2298;Lima;
9;3891;Lima;
10;1169;Lima;
11;7840;Lima;
12;330;Lima;
13;9244;Lima;
14;9519;Lima;
15;736;Lima;
16;7599;Lima;
17;5319;Lima;
18;4740;Lima;
19;2095;Lima;
20;1380;Lima;
21;4162;Lima;
22;5489;Lima;
23;5323;Lima;
24;6815;Lima;
25;902;Lima;
26;3784;Lima;
27;3988;Lima;
28;9941;Lima;
29;6935;Lima;
30;1084;Lima;
31;1710;Lima;
32;1728;Lima;
33;7898;Lima;
34;8930;Lima;
35;5750;Lima;
36;3559;Lima;
37;1336;Lima;
38;2133;Lima;
39;2328;Lima;
40;3654;Lima;
41;2676;Lima;
42;8647;Lima;
43;3935;Lima;
44;6699;Lima;
45;8580;Lima;
46;8225;Lima;
47;3930;Lima;
48;1201;Lima;
49;156;Lima;
50;9636;Lima;
51;6275;Lima;
52;3382;Lima;
53;1580;Lima;
54;7472;Lima;
55;826;Lima;
56;9327;Lima;
57;7225;Lima;
58;5703;Lima;
59;5162;Lima;
60;8433;Lima;
61;3859;Lima;
62;1357;Lima;
63;1691;Lima;
64;7015;Lima;
65;9271;Lima;
66;6041;Lima;
67;3807;Lima;
68;8307;Lima;
69;812;Lima;
70;1979;Lima;
71;222;Lima;
72;5317;Lima;
73;693;Lima;
74;420;Lima;
75;900;Lima;
76;8126;Lima;
77;268;Lima;
78;3802;Lima;
79;5966;Lima;
80;762;Lima;
81;6529;Lima;
82;6600;Lima;
83;3749;Lima;
84;985;Lima;
85;3067;Lima;
86;4054;Lima;
87;2961;Lima;
88;5160;Lima;
89;6035;Lima;
90;6298;Lima;
91;3012;Lima;
92;471;Lima;
93;3429;Lima;
94;1522;Lima;
95;2244;Lima;
96;3820;Lima;
97;1429;Lima;
98;8453;Lima;
99;8089;Lima;
100;210;Lima;
101;5481;Lima;
102;9690;Lima;
103;9581;Lima;
104;6543;Lima;
105;8344;Lima;
106;4380;Lima;
107;1170;Lima;
108;7703;Lima;
109;1604;Lima;
110;719;Lima;
111;4254;Lima;
112;6007;Lima;
113;1445;Lima;
114;2319;Lima;
115;3178;Lima;
116;9685;Lima;
117;4196;Lima;
118;1600;Lima;
119;4479;Lima;
120;9402;Lima;
121;610;Lima;
122;8501;Lima;
123;5982;Lima;
124;9133;Lima;
125;9783;Lima;
126;9138;Lima;
127;2033;Lima;
128;5255;Lima;
129;1267;Lima;
130;8108;Lima;
131;9834;Lima;
132;5826;Lima;
133;5067;Lima;
134;3697;Lima;
135;4035;Lima;
136;5124;Lima;
137;6379;Lima;
138;5416;Lima;
