1;2914;LIMA;
2;4048;LIMA;
3;9603;LIMA;
4;3156;LIMA;
5;515;LIMA;
6;3899;LIMA;
7;7408;LIMA;
8;5000;LIMA;
9;2487;LIMA;
10;7094;LIMA;
11;7098;LIMA;
12;2420;LIMA;
13;4154;LIMA;
14;5610;LIMA;
15;8968;LIMA;
16;1398;LIMA;
17;3800;LIMA;
18;8961;LIMA;
19;8461;LIMA;
20;6377;LIMA;
21;3378;LIMA;
22;903;LIMA;
23;6172;LIMA;
24;1616;LIMA;
25;4985;LIMA;
26;7379;LIMA;
27;9132;LIMA;
28;5526;LIMA;
29;3370;LIMA;
30;1776;LIMA;
31;8222;LIMA;
32;8249;LIMA;
33;4411;LIMA;
34;8373;LIMA;
35;8189;LIMA;
36;4970;LIMA;
37;3330;LIMA;
38;5031;LIMA;
39;3432;LIMA;
40;8799;LIMA;
41;2081;LIMA;
42;4696;LIMA;
43;2418;LIMA;
44;7820;LIMA;
45;5097;LIMA;
46;2455;LIMA;
47;6665;LIMA;
48;5663;LIMA;
49;8198;LIMA;
50;7643;LIMA;
51;8072;LIMA;
52;3460;LIMA;
53;3358;LIMA;
54;5044;LIMA;
55;9772;LIMA;
56;3707;LIMA;
57;5106;LIMA;
58;4577;LIMA;
59;1108;LIMA;
60;2421;LIMA;
61;8482;LIMA;
62;8646;LIMA;
63;726;LIMA;
64;4344;LIMA;
65;749;LIMA;
66;3956;LIMA;
67;8043;LIMA;
68;3926;LIMA;
69;2364;LIMA;
70;2793;LIMA;
71;404;LIMA;
72;4760;LIMA;
73;3453;LIMA;
74;786;LIMA;
75;493;LIMA;
76;9370;LIMA;
77;6781;LIMA;
78;8102;LIMA;
79;9755;LIMA;
80;1474;LIMA;
81;1130;LIMA;
82;4995;LIMA;
83;4482;LIMA;
84;292;LIMA;
85;5209;LIMA;
86;2158;LIMA;
87;393;LIMA;
88;2785;LIMA;
89;1832;LIMA;
90;1162;LIMA;
91;9033;LIMA;
92;2607;LIMA;
93;7801;LIMA;
94;1507;LIMA;
95;5482;LIMA;
96;5148;LIMA;
97;3197;LIMA;
98;8810;LIMA;
99;5719;LIMA;
100;8458;LIMA;
101;3235;LIMA;
102;8564;LIMA;
103;9236;LIMA;
104;9240;LIMA;
105;4737;LIMA;
106;6747;LIMA;
107;6795;LIMA;
108;7996;LIMA;
109;622;LIMA;
110;6028;LIMA;
111;3379;LIMA;
112;8234;LIMA;
113;3744;LIMA;
114;9909;LIMA;
115;2320;LIMA;
116;5563;LIMA;
117;3910;LIMA;
118;9702;LIMA;
119;4413;LIMA;
120;5909;LIMA;
121;3240;LIMA;
122;3216;LIMA;
123;9771;LIMA;
124;2624;LIMA;
125;5172;LIMA;
126;9924;LIMA;
127;3265;LIMA;
128;490;LIMA;
129;1133;LIMA;
130;7002;LIMA;
131;7373;LIMA;
132;3425;LIMA;
133;6290;LIMA;
134;3586;LIMA;
135;3722;LIMA;
136;1883;LIMA;
137;9539;LIMA;
138;9545;LIMA;
139;219;LIMA;
140;6676;LIMA;
141;4622;LIMA;
142;5256;LIMA;
143;2259;LIMA;
144;1524;LIMA;
145;4117;LIMA;
146;865;LIMA;
147;6700;LIMA;
148;3485;LIMA;
149;8221;LIMA;
150;625;LIMA;
151;6269;LIMA;
152;3531;LIMA;
153;8371;LIMA;
154;5428;LIMA;
155;4488;LIMA;
156;5907;LIMA;
157;528;LIMA;
158;6829;LIMA;
159;961;LIMA;
160;2603;LIMA;
161;4407;LIMA;
162;5061;LIMA;
163;1877;LIMA;
164;4301;LIMA;
165;8478;LIMA;
166;6824;LIMA;
167;7833;LIMA;
168;167;LIMA;
169;6374;LIMA;
170;8097;LIMA;
171;2101;LIMA;
172;9274;LIMA;
173;9592;LIMA;
174;3810;LIMA;
175;2939;LIMA;
176;4450;LIMA;
177;2742;LIMA;
178;9412;LIMA;
179;2879;LIMA;
180;3124;LIMA;
181;5958;LIMA;
182;9806;LIMA;
183;9487;LIMA;
184;3647;LIMA;
185;7274;LIMA;
186;1358;LIMA;
187;3973;LIMA;
188;5325;LIMA;
189;6973;LIMA;
190;981;LIMA;
191;1282;LIMA;
192;9459;LIMA;
193;6667;LIMA;
194;273;LIMA;
195;7589;LIMA;
196;2428;LIMA;
197;3651;LIMA;
198;2737;LIMA;
199;2860;LIMA;
200;497;LIMA;
201;553;LIMA;
202;9738;LIMA;
203;6848;LIMA;
204;4623;LIMA;
205;5032;LIMA;
206;7372;LIMA;
207;1420;LIMA;
208;7359;LIMA;
209;433;LIMA;
210;7910;LIMA;
211;6490;LIMA;
212;4500;LIMA;
213;3907;LIMA;
214;9488;LIMA;
215;288;LIMA;
216;840;LIMA;
217;1905;LIMA;
218;7786;LIMA;
219;7796;LIMA;
220;8389;LIMA;
221;8865;LIMA;
222;6813;LIMA;
223;532;LIMA;
224;9633;LIMA;
225;2557;LIMA;
226;6428;LIMA;
227;2478;LIMA;
228;5807;LIMA;
229;6471;LIMA;
230;9995;LIMA;
231;3841;LIMA;
232;4693;LIMA;
233;5014;LIMA;
234;8014;LIMA;
235;5915;LIMA;
236;8358;LIMA;
237;8568;LIMA;
238;2217;LIMA;
239;2285;LIMA;
240;790;LIMA;
241;377;LIMA;
242;6656;LIMA;
243;3019;LIMA;
244;2651;LIMA;
245;6352;LIMA;
246;347;LIMA;
247;1921;LIMA;
248;2711;LIMA;
249;7855;LIMA;
250;1047;LIMA;
251;6173;LIMA;
252;5175;LIMA;
253;5445;LIMA;
254;6885;LIMA;
255;4779;LIMA;
256;2718;LIMA;
257;6637;LIMA;
258;606;LIMA;
259;7880;LIMA;
260;6725;LIMA;
261;3558;LIMA;
262;2890;LIMA;
263;5794;LIMA;
264;7238;LIMA;
265;8666;LIMA;
266;2448;LIMA;
267;3007;LIMA;
268;1835;LIMA;
269;8231;LIMA;
270;382;LIMA;
271;4123;LIMA;
272;5761;LIMA;
273;1245;LIMA;
274;5440;LIMA;
275;3748;LIMA;
276;4783;LIMA;
277;5511;LIMA;
278;3591;LIMA;
279;807;LIMA;
280;7510;LIMA;
281;6838;LIMA;
282;7814;LIMA;
283;7991;LIMA;
284;3659;LIMA;
285;5838;LIMA;
286;486;LIMA;
287;4892;LIMA;
288;9235;LIMA;
289;2843;LIMA;
290;7707;LIMA;
291;7749;LIMA;
292;965;LIMA;
293;8320;LIMA;
294;6572;LIMA;
295;2338;LIMA;
296;8352;LIMA;
297;6559;LIMA;
298;1719;LIMA;
299;3773;LIMA;
300;5551;LIMA;
301;8874;LIMA;
302;623;LIMA;
303;7443;LIMA;
304;7976;LIMA;
305;8942;LIMA;
306;3970;LIMA;
307;1264;LIMA;
308;3890;LIMA;
309;9394;LIMA;
310;806;LIMA;
311;4950;LIMA;
312;9028;LIMA;
313;8450;LIMA;
314;1892;LIMA;
315;6947;LIMA;
316;3694;LIMA;
317;3743;LIMA;
318;135;LIMA;
319;2665;LIMA;
320;5658;LIMA;
321;4107;LIMA;
322;2911;LIMA;
323;1815;LIMA;
324;5800;LIMA;
325;6202;LIMA;
326;9919;LIMA;
327;133;LIMA;
328;6199;LIMA;
329;2131;LIMA;
330;1289;LIMA;
331;5862;LIMA;
332;106;LIMA;
333;7670;LIMA;
334;7414;LIMA;
335;2626;LIMA;
336;611;LIMA;
337;4747;LIMA;
338;7963;LIMA;
339;4410;LIMA;
340;7981;LIMA;
341;8867;LIMA;
342;7145;LIMA;
343;5091;LIMA;
344;7494;LIMA;
345;7381;LIMA;
346;444;LIMA;
347;9055;LIMA;
348;9569;LIMA;
349;8372;LIMA;
350;9614;LIMA;
351;4166;LIMA;
352;1428;LIMA;
353;8832;LIMA;
354;6244;LIMA;
355;5011;LIMA;
356;6703;LIMA;
357;129;LIMA;
358;7904;LIMA;
359;9172;LIMA;
360;111;LIMA;
361;7664;LIMA;
362;8769;LIMA;
363;6496;LIMA;
364;5555;LIMA;
365;9343;LIMA;
366;8888;LIMA;
367;7254;LIMA;
368;5003;LIMA;
369;5819;LIMA;
370;3006;LIMA;
371;8246;LIMA;
372;9348;LIMA;
373;1251;LIMA;
374;2399;LIMA;
375;1014;LIMA;
376;6545;LIMA;
377;9807;LIMA;
378;8732;LIMA;
379;5787;LIMA;
380;9197;LIMA;
381;352;LIMA;
382;7422;LIMA;
383;1657;LIMA;
384;2928;LIMA;
385;1974;LIMA;
386;2808;LIMA;
387;1096;LIMA;
388;3203;LIMA;
389;8543;LIMA;
390;9794;LIMA;
391;3806;LIMA;
392;1533;LIMA;
393;5672;LIMA;
394;2323;LIMA;
395;5883;LIMA;
396;5806;LIMA;
397;5579;LIMA;
398;5743;LIMA;
399;7456;LIMA;
400;8925;LIMA;
401;5171;LIMA;
402;329;LIMA;
403;9767;LIMA;
404;7944;LIMA;
405;5861;LIMA;
406;7105;LIMA;
407;1961;LIMA;
408;9608;LIMA;
409;9744;LIMA;
410;9524;LIMA;
411;3040;LIMA;
412;8985;LIMA;
413;1016;LIMA;
414;462;LIMA;
415;4139;LIMA;
416;112;LIMA;
417;2748;LIMA;
418;2741;LIMA;
419;5038;LIMA;
420;4389;LIMA;
421;6409;LIMA;
422;9292;LIMA;
423;956;LIMA;
424;5083;LIMA;
425;9263;LIMA;
426;543;LIMA;
427;8627;LIMA;
428;4324;LIMA;
429;4243;LIMA;
430;3232;LIMA;
431;1278;LIMA;
